"Item","Country","Element","Unit","Y2009","Y2010","Y2011","Average","Data.type","Region","Region_nice","Region_code","Region_macronew","Region_macro1","Region_macro1_nice","Region_macro2","Region_macro2_nice","Region_macro3","Region_macro3_nice","food_group","Region_crops"
"Cloves","Lao People's Democratic Republic","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Spices","Asia_Southeast"
"Cloves","Indonesia","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Spices","Asia_Southeast"
"Cloves","Myanmar","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Spices","Asia_Southeast"
"Cloves","Timor-Leste","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Spices","Asia_Southeast"
"Cloves","Thailand","Food supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Spices","Asia_Southeast"
"Cloves","Timor-Leste","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Spices","Asia_Southeast"
"Cloves","Brunei Darussalam","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Spices","Asia_Southeast"
"Cloves","Thailand","Food supply (kcal/capita/day)","kcal/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Spices","Asia_Southeast"
"Cocoa beans","Guyana","Food supply (kcal/capita/day)","kcal/capita/day",4,7,10,7,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Honduras","Food supply (kcal/capita/day)","kcal/capita/day",6,8,9,7.666666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Belize","Food supply (kcal/capita/day)","kcal/capita/day",12,16,15,14.33333333,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Panama","Fat supply quantity (g/capita/day)","g/capita/day",1.1,0.9,1.4,1.133333333,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Costa Rica","Food supply (kcal/capita/day)","kcal/capita/day",8,6,8,7.333333333,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Peru","Food supply (kcal/capita/day)","kcal/capita/day",2,3,3,2.666666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Suriname","Food supply quantity (g/capita/day)","g/capita/day",3,2,2,2.333333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Guatemala","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.2,0.266666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Guatemala","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Honduras","Food supply quantity (g/capita/day)","g/capita/day",1,1,2,1.333333333,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","El Salvador","Food supply (kcal/capita/day)","kcal/capita/day",3,4,5,4,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Mexico","Food supply (kcal/capita/day)","kcal/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Panama","Food supply quantity (g/capita/day)","g/capita/day",2,2,2,2,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Suriname","Fat supply quantity (g/capita/day)","g/capita/day",1.8,0.9,1,1.233333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Guatemala","Food supply (kcal/capita/day)","kcal/capita/day",4,4,3,3.666666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Costa Rica","Food supply quantity (g/capita/day)","g/capita/day",3,2,3,2.666666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Colombia","Food supply quantity (g/capita/day)","g/capita/day",3,3,3,3,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Honduras","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Costa Rica","Fat supply quantity (g/capita/day)","g/capita/day",0.7,0.5,0.7,0.633333333,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","kcal/capita/day",5,5,6,5.333333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Brazil","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Belize","Fat supply quantity (g/capita/day)","g/capita/day",1,1.5,1.4,1.3,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Guyana","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.6,0.9,0.6,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Mexico","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Suriname","Food supply (kcal/capita/day)","kcal/capita/day",20,9,12,13.66666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Belize","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.3,0.2,0.233333333,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Guyana","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.2,0.2,0.166666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Ecuador","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.4,0.3,0.333333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Mexico","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Venezuela (Bolivarian Republic of)","Fat supply quantity (g/capita/day)","g/capita/day",0.5,0.4,0.5,0.466666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Paraguay","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Belize","Food supply quantity (g/capita/day)","g/capita/day",3,3,3,3,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Costa Rica","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Peru","Food supply quantity (g/capita/day)","g/capita/day",1,3,3,2.333333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Panama","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0.2,0.166666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Nicaragua","Food supply (kcal/capita/day)","kcal/capita/day",4,5,5,4.666666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)","g/capita/day",3,3,3,3,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Nicaragua","Fat supply quantity (g/capita/day)","g/capita/day",0.4,0.4,0.5,0.433333333,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Mexico","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Bolivia (Plurinational State of)","Fat supply quantity (g/capita/day)","g/capita/day",0.8,0.8,0.9,0.833333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Colombia","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Nicaragua","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","El Salvador","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.4,0.4,0.366666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Panama","Food supply (kcal/capita/day)","kcal/capita/day",12,10,15,12.33333333,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Colombia","Fat supply quantity (g/capita/day)","g/capita/day",0.4,0.5,0.4,0.433333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Ecuador","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Brazil","Food supply (kcal/capita/day)","kcal/capita/day",3,3,3,3,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Paraguay","Food supply quantity (g/capita/day)","g/capita/day",2,2,2,2,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Venezuela (Bolivarian Republic of)","Food supply quantity (g/capita/day)","g/capita/day",2,2,3,2.333333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Colombia","Food supply (kcal/capita/day)","kcal/capita/day",5,5,5,5,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","kcal/capita/day",9,9,10,9.333333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Paraguay","Food supply (kcal/capita/day)","kcal/capita/day",12,12,11,11.66666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Guyana","Food supply quantity (g/capita/day)","g/capita/day",2,2,3,2.333333333,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Ecuador","Food supply (kcal/capita/day)","kcal/capita/day",4,4,4,4,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Suriname","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0.2,0.166666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Honduras","Fat supply quantity (g/capita/day)","g/capita/day",0.5,0.7,0.8,0.666666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Peru","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.2,0.2,0.166666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Peru","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.2,0.2,0.166666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Ecuador","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Guatemala","Food supply quantity (g/capita/day)","g/capita/day",3,3,3,3,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Brazil","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Nicaragua","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","El Salvador","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","El Salvador","Food supply quantity (g/capita/day)","g/capita/day",1,1,1,1,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_Central_and_Mexico"
"Cocoa beans","Paraguay","Fat supply quantity (g/capita/day)","g/capita/day",1.1,1.1,1,1.066666667,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Brazil","Food supply quantity (g/capita/day)","g/capita/day",3,3,3,3,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Cocoa beans","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Stimulants","America_South_tropical"
"Coconuts","Samoa","Fat supply quantity (g/capita/day)","g/capita/day",57.2,56.8,56.6,56.86666667,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Pacific_Region_tropical"
"Coconuts","Samoa","Food supply (kcal/capita/day)","kcal/capita/day",628,624,621,624.3333333,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Pacific_Region_tropical"
"Coconuts","Solomon Islands","Food supply (kcal/capita/day)","kcal/capita/day",242,243,246,243.6666667,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Pacific_Region_tropical"
"Coconuts","French Polynesia","Food supply quantity (g/capita/day)","g/capita/day",84,88,92,88,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Pacific_Region_tropical"
"Coconuts","Viet Nam","Food supply quantity (g/capita/day)","g/capita/day",9,10,12,10.33333333,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Asia_Southeast"
"Coconuts","Lao People's Democratic Republic","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Asia_Southeast"
"Coconuts","India","Food supply (kcal/capita/day)","kcal/capita/day",33,32,30,31.66666667,"Food supplies (2009-2011 mean) ","Asia_South","South Asia","SAS","South Asia","Asia_South","South Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Asia_South"
"Coconuts","Kiribati","Food supply quantity (g/capita/day)","g/capita/day",338,348,352,346,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Oilcrops","Pacific_Region_tropical"
