"Region","Item","Element","Average"
"America_South_andean","Faba_beans","Production",88520.3333333333
"America_South_andean","Faba_beans","Gross Production Value (current million US$)",38.5533333333334
"America_South_andean","Figs","Area harvested",968.013333333334
"America_South_andean","Figs","Production",6322.01333333334
"America_South_andean","Figs","Gross Production Value (current million US$)",1.78333333333333
"America_South_andean","Fonio","Area harvested",0
"America_South_andean","Fonio","Production",0
"America_South_andean","Fonio","Gross Production Value (current million US$)",0
"America_South_andean","Fruit_citrus_nes","Area harvested",52848.6666666667
"America_South_andean","Fruit_citrus_nes","Production",820899.333333333
"America_South_andean","Fruit_citrus_nes","Gross Production Value (current million US$)",0
"America_South_andean","Fruit_fresh_nes","Area harvested",54058.3333333333
"America_South_andean","Fruit_fresh_nes","Production",507793.333333333
"America_South_andean","Fruit_fresh_nes","Gross Production Value (current million US$)",0
"America_South_andean","Fruit_pome_nes","Area harvested",0
"America_South_andean","Fruit_pome_nes","Production",0
"America_South_andean","Fruit_pome_nes","Gross Production Value (current million US$)",0
"America_South_andean","Fruit_stone_nes","Area harvested",0
"America_South_andean","Fruit_stone_nes","Production",0
"America_South_andean","Fruit_stone_nes","Gross Production Value (current million US$)",0
"America_South_andean","Fruit_tropical_fresh_nes","Area harvested",70190.3333333334
"America_South_andean","Fruit_tropical_fresh_nes","Production",661700
"America_South_andean","Fruit_tropical_fresh_nes","Gross Production Value (current million US$)",10.95
"America_South_andean","Garlic","Area harvested",11364.6
"America_South_andean","Garlic","Production",95685.0366666666
"America_South_andean","Garlic","Gross Production Value (current million US$)",114.19
"America_South_andean","Ginger","Area harvested",0
"America_South_andean","Ginger","Production",0
"America_South_andean","Ginger","Gross Production Value (current million US$)",0
"America_South_andean","Gooseberries","Area harvested",0
"America_South_andean","Gooseberries","Production",0
"America_South_andean","Gooseberries","Gross Production Value (current million US$)",0
"America_South_andean","Grain_mixed","Area harvested",0
"America_South_andean","Grain_mixed","Production",0
"America_South_andean","Grain_mixed","Gross Production Value (current million US$)",0
"America_South_andean","Grapefruit","Area harvested",1879.66666666667
"America_South_andean","Grapefruit","Production",17027.6666666667
"America_South_andean","Grapefruit","Gross Production Value (current million US$)",1.67
"America_South_andean","Grapes","Area harvested",222250.333333333
"America_South_andean","Grapes","Production",3295963
"America_South_andean","Grapes","Gross Production Value (current million US$)",912.046666666666
"America_South_andean","Groundnut","Area harvested",38117.4266666666
"America_South_andean","Groundnut","Production",43930.2966666667
"America_South_andean","Groundnut","Gross Production Value (current million US$)",46.5566666666666
"America_South_andean","Hazelnuts","Area harvested",0
"America_South_andean","Hazelnuts","Production",0
"America_South_andean","Hazelnuts","Gross Production Value (current million US$)",0
"America_South_andean","Hempseed","Area harvested",2063.66666666667
"America_South_andean","Hempseed","Production",1302.66666666667
"America_South_andean","Hempseed","Gross Production Value (current million US$)",0
"America_South_andean","Hops","Area harvested",0
"America_South_andean","Hops","Production",0
"America_South_andean","Hops","Gross Production Value (current million US$)",0
"America_South_andean","Kiwi","Area harvested",10880.6666666667
"America_South_andean","Kiwi","Production",231034.666666667
"America_South_andean","Kiwi","Gross Production Value (current million US$)",41.3166666666667
"America_South_andean","Kola_nuts","Area harvested",0
"America_South_andean","Kola_nuts","Production",0
"America_South_andean","Kola_nuts","Gross Production Value (current million US$)",0
"America_South_andean","Leeks","Area harvested",1576.33333333333
"America_South_andean","Leeks","Production",27470.6666666667
"America_South_andean","Leeks","Gross Production Value (current million US$)",0
"America_South_andean","Lemons & limes","Area harvested",40196.4166666667
"America_South_andean","Lemons & limes","Production",489574.333333334
"America_South_andean","Lemons & limes","Gross Production Value (current million US$)",163.65
"America_South_andean","Lentils","Area harvested",12128.6666666667
"America_South_andean","Lentils","Production",7416.36666666666
"America_South_andean","Lentils","Gross Production Value (current million US$)",5.39666666666666
"America_South_andean","Lettuce","Area harvested",17425.9
"America_South_andean","Lettuce","Production",229177
"America_South_andean","Lettuce","Gross Production Value (current million US$)",99.6666666666666
"America_South_andean","Linseed","Area harvested",3678.66666666667
"America_South_andean","Linseed","Production",2093.33333333333
"America_South_andean","Linseed","Gross Production Value (current million US$)",1.22333333333333
"America_South_andean","Lupins","Area harvested",34695
"America_South_andean","Lupins","Production",55407.6666666667
"America_South_andean","Lupins","Gross Production Value (current million US$)",18.4866666666667
"America_South_andean","Maize","Area harvested",2151304.47
"America_South_andean","Maize","Production",9167936.69333334
"America_South_andean","Maize","Gross Production Value (current million US$)",2295.27666666667
"America_South_andean","Mangoes_mangosteens_guavas","Area harvested",65403.3333333333
"America_South_andean","Mangoes_mangosteens_guavas","Production",765096
"America_South_andean","Mangoes_mangosteens_guavas","Gross Production Value (current million US$)",253.89
"America_South_andean","Mate","Area harvested",0
"America_South_andean","Mate","Production",0
"America_South_andean","Mate","Gross Production Value (current million US$)",0
"America_South_andean","Melons","Area harvested",10676.8633333333
"America_South_andean","Melons","Production",141909.666666667
"America_South_andean","Melons","Gross Production Value (current million US$)",21.8866666666666
"America_South_andean","Millets","Area harvested",0
"America_South_andean","Millets","Production",0
"America_South_andean","Millets","Gross Production Value (current million US$)",0
"America_South_andean","Mustard_seed","Area harvested",0
"America_South_andean","Mustard_seed","Production",0
"America_South_andean","Mustard_seed","Gross Production Value (current million US$)",0
"America_South_andean","Nutmeg_mace_cardamoms","Area harvested",0
"America_South_andean","Nutmeg_mace_cardamoms","Production",0
"America_South_andean","Nutmeg_mace_cardamoms","Gross Production Value (current million US$)",0
"America_South_andean","Nuts_nes","Area harvested",974.666666666667
"America_South_andean","Nuts_nes","Production",2526
"America_South_andean","Nuts_nes","Gross Production Value (current million US$)",0
"America_South_andean","Oats","Area harvested",115899.766666667
"America_South_andean","Oats","Production",452772.2
"America_South_andean","Oats","Gross Production Value (current million US$)",116.936666666667
"America_South_andean","Oilseeds_nes","Area harvested",0
"America_South_andean","Oilseeds_nes","Production",0
"America_South_andean","Oilseeds_nes","Gross Production Value (current million US$)",0
"America_South_andean","Okra","Area harvested",0
"America_South_andean","Okra","Production",0
"America_South_andean","Okra","Gross Production Value (current million US$)",0
"America_South_andean","Olives","Area harvested",23991.3333333334
"America_South_andean","Olives","Production",121099
"America_South_andean","Olives","Gross Production Value (current million US$)",43.0166666666667
"America_South_andean","Onions","Area harvested",70068.2333333334
"America_South_andean","Onions","Production",1588591.66666667
"America_South_andean","Onions","Gross Production Value (current million US$)",561.31
"America_South_andean","Oranges","Area harvested",95552
"America_South_andean","Oranges","Production",975054
"America_South_andean","Oranges","Gross Production Value (current million US$)",220.453333333333
"America_South_andean","Palm oil","Area harvested",407432.333333333
