"Region","Region_crops","Element","Y2009","Y2010","Y2011","Average"
"Africa_West","Europe_Western_north","Gross Production Value (current million US$)",7.87,8.64,9.37,8.62666666666667
"Africa_West","Europe_Western_north","Production",71178,74628,74164,73323.3333333333
"Africa_West","Europe_Western_south","Area harvested",80876,81909,80253,81012.6666666667
"Africa_West","Europe_Western_south","Gross Production Value (current million US$)",125.82,132.19,169.46,142.49
"Africa_West","Europe_Western_south","Production",458790.55,493937.67,518314,490347.406666667
"Africa_West","Mediterranean_SouthandEast","Area harvested",178815,203620,221922,201452.333333333
"Africa_West","Mediterranean_SouthandEast","Gross Production Value (current million US$)",271.17,310.17,363.06,314.8
"Africa_West","Mediterranean_SouthandEast","Production",657376.55,732970.67,787124,725823.74
"Africa_West","Not_Specified","Area harvested",3232358.17,3546414,3398162,3392311.39
"Africa_West","Not_Specified","Gross Production Value (current million US$)",626.03,545.02,468.09,546.38
"Africa_West","Not_Specified","Production",13412317.07,15020867.96,14837260,14423481.6766667
"Africa_West","Pacific_Region_tropical","Area harvested",1496029,1622126,1559066,1559073.66666667
"Africa_West","Pacific_Region_tropical","Gross Production Value (current million US$)",1993.14,2424.11,2744.8,2387.35
"Africa_West","Pacific_Region_tropical","Production",5958661.22,5892086,6159449,6003398.74
"America_Caribbean","Africa_Central","Area harvested",901329,905706.48,918292.5,908442.66
"America_Caribbean","Africa_Central","Gross Production Value (current million US$)",1130.69,1028.9,971.29,1043.62666666667
"America_Caribbean","Africa_Central","Production",1974240,1968035.06,2130835.5,2024370.18666667
"America_Caribbean","Africa_East","Area harvested",459677,491896.06,480127.58,477233.546666667
"America_Caribbean","Africa_East","Gross Production Value (current million US$)",97.04,81.66,104.07,94.2566666666667
"America_Caribbean","Africa_East","Production",328042.72,311545.06,318151,319246.26
"America_Caribbean","Africa_Southern","Area harvested",259853.42,292010.44,280944.15,277602.67
"America_Caribbean","Africa_Southern","Gross Production Value (current million US$)",73.8,71.96,81.11,75.6233333333333
"America_Caribbean","Africa_Southern","Production",811007.31,744952.06,745739,767232.79
"America_Caribbean","Africa_West","Area harvested",1051640.6,1045705.13,1036710.08,1044685.27
"America_Caribbean","Africa_West","Gross Production Value (current million US$)",1326.7,1228.59,1185.57,1246.95333333333
"America_Caribbean","Africa_West","Production",2865953.72,2956183.1,3063037.5,2961724.77333333
"America_Caribbean","America_Caribbean","Area harvested",53345.28,43542.01,40181,45689.43
"America_Caribbean","America_Caribbean","Gross Production Value (current million US$)",99.76,110.83,135.6,115.396666666667
"America_Caribbean","America_Caribbean","Production",354846.31,282962.14,294389,310732.483333333
"America_Caribbean","America_Central_and_Mexico","Area harvested",1717865.68,1828001.11,1629248.89,1725038.56
"America_Caribbean","America_Central_and_Mexico","Gross Production Value (current million US$)",669.14,846.65,940.45,818.746666666667
"America_Caribbean","America_Central_and_Mexico","Production",5438899.18,6016802.23,5807780.79,5754494.06666667
"America_Caribbean","America_North","Area harvested",81130.92,69966.66,70709.57,73935.7166666667
"America_Caribbean","America_North","Gross Production Value (current million US$)",51.08,51.67,53.68,52.1433333333333
"America_Caribbean","America_North","Production",521926.59,455230,458863,478673.196666667
"America_Caribbean","America_South_andean","Area harvested",382766.7,337913.27,336101.19,352260.386666667
"America_Caribbean","America_South_andean","Gross Production Value (current million US$)",278.23,287.11,301.91,289.083333333333
"America_Caribbean","America_South_andean","Production",1586497.2,1280556.86,1432605.19,1433219.75
"America_Caribbean","America_South_temperate","Area harvested",0,0,0,0
"America_Caribbean","America_South_temperate","Gross Production Value (current million US$)",0,0,0,0
"America_Caribbean","America_South_temperate","Production",0,0,0,0
"America_Caribbean","America_South_tropical","Area harvested",1001753.09,1054630.27,922237.89,992873.75
"America_Caribbean","America_South_tropical","Gross Production Value (current million US$)",786.97,916.38,1011.26,904.87
"America_Caribbean","America_South_tropical","Production",5401662.78,5946046.11,5653816.78,5667175.22333333
"America_Caribbean","Asia_Central","Area harvested",28415.76,25809.84,29932.07,28052.5566666667
"America_Caribbean","Asia_Central","Gross Production Value (current million US$)",102.5,131.88,155.22,129.866666666667
"America_Caribbean","Asia_Central","Production",336506.64,310662.64,408169.05,351779.443333333
"America_Caribbean","Asia_East","Area harvested",609121.92,562443.76,574970.21,582178.63
"America_Caribbean","Asia_East","Gross Production Value (current million US$)",1350.43,1211.32,1190.9,1250.88333333333
"America_Caribbean","Asia_East","Production",2888900.37,2703880.23,2796150.2,2796310.26666667
"America_Caribbean","Asia_South","Area harvested",1839647.12,1801879.78,1910904.17,1850810.35666667
"America_Caribbean","Asia_South","Gross Production Value (current million US$)",2617.9,2511.86,2757.45,2629.07
"America_Caribbean","Asia_South","Production",28978418.98,25467609.17,30352743.36,28266257.17
"America_Caribbean","Asia_Southeast","Area harvested",1713336.12,1673758.7,1772740.24,1719945.02
"America_Caribbean","Asia_Southeast","Gross Production Value (current million US$)",2644.07,2493.63,2737.35,2625.01666666667
"America_Caribbean","Asia_Southeast","Production",29019915.33,25488595.07,30323547.48,28277352.6266667
"America_Caribbean","Asia_West","Area harvested",58962.76,55933.81,59176.16,58024.2433333333
"America_Caribbean","Asia_West","Gross Production Value (current million US$)",122.67,149.64,174.45,148.92
"America_Caribbean","Asia_West","Production",410648.72,383650.55,498898.68,431065.983333333
"America_Caribbean","Europe_Eastern_north","Area harvested",2172.6,2055.7,2319.13,2182.47666666667
"America_Caribbean","Europe_Eastern_north","Gross Production Value (current million US$)",19.39,23.37,29.02,23.9266666666667
"America_Caribbean","Europe_Eastern_north","Production",34581.1,32606.65,37749.05,34978.9333333333
"America_Caribbean","Europe_Eastern_south","Area harvested",18936.29,17532.07,21811.2,19426.52
"America_Caribbean","Europe_Eastern_south","Gross Production Value (current million US$)",85.08,96.41,117.11,99.5333333333333
"America_Caribbean","Europe_Eastern_south","Production",320995.67,299634.18,364396.05,328341.966666667
"America_Caribbean","Europe_Western_north","Area harvested",2172.6,2055.7,2319.13,2182.47666666667
"America_Caribbean","Europe_Western_north","Gross Production Value (current million US$)",19.39,23.37,29.02,23.9266666666667
"America_Caribbean","Europe_Western_north","Production",34581.1,32606.65,37749.05,34978.9333333333
"America_Caribbean","Europe_Western_south","Area harvested",18710.29,17285.07,21581.2,19192.1866666667
"America_Caribbean","Europe_Western_south","Gross Production Value (current million US$)",85.08,96.41,117.11,99.5333333333333
"America_Caribbean","Europe_Western_south","Production",320139.67,298688.18,363411.05,327412.966666667
"America_Caribbean","Mediterranean_SouthandEast","Area harvested",22085.29,20718.08,24794.71,22532.6933333333
"America_Caribbean","Mediterranean_SouthandEast","Gross Production Value (current million US$)",85.08,96.41,117.11,99.5333333333333
"America_Caribbean","Mediterranean_SouthandEast","Production",338436.03,318418.63,384061.68,346972.113333333
"America_Caribbean","Not_Specified","Area harvested",228038,239402,182708,216716
"America_Caribbean","Not_Specified","Gross Production Value (current million US$)",119.03,133.41,163.83,138.756666666667
"America_Caribbean","Not_Specified","Production",1575132,1652198,1655718,1627682.66666667
"America_Caribbean","Pacific_Region_tropical","Area harvested",135269.42,124511,136464.45,132081.623333333
"America_Caribbean","Pacific_Region_tropical","Gross Production Value (current million US$)",114.03,136.35,147.56,132.646666666667
"America_Caribbean","Pacific_Region_tropical","Production",600284.72,664512,683419.59,649405.436666667
"America_Central_and_Mexico","Africa_Central","Area harvested",4365433,4433141.49,4331125,4376566.49666667
"America_Central_and_Mexico","Africa_Central","Gross Production Value (current million US$)",3438.85,4106.16,5252.13,4265.71333333333
"America_Central_and_Mexico","Africa_Central","Production",18596081.95,19558338.31,19105317,19086579.0866667
"America_Central_and_Mexico","Africa_East","Area harvested",4060824,4167926.38,4130019,4119589.79333333
"America_Central_and_Mexico","Africa_East","Gross Production Value (current million US$)",2849.77,3568.39,4843.33,3753.83
"America_Central_and_Mexico","Africa_East","Production",14670883.73,15322039.17,14662420,14885114.3
"America_Central_and_Mexico","Africa_Southern","Area harvested",2363230,2460051.55,2473866,2432382.51666667
"America_Central_and_Mexico","Africa_Southern","Gross Production Value (current million US$)",1897.57,2383.56,3232.35,2504.49333333333
"America_Central_and_Mexico","Africa_Southern","Production",15461845,16029377.36,15287437,15592886.4533333
"America_Central_and_Mexico","Africa_West","Area harvested",4435539,4504787.49,4401540,4447288.83
"America_Central_and_Mexico","Africa_West","Gross Production Value (current million US$)",3647.64,4323.65,5492.41,4487.9
"America_Central_and_Mexico","Africa_West","Production",20134934.95,21098269.31,20668650,20633951.42
"America_Central_and_Mexico","America_Caribbean","Area harvested",261489,304346.8,387976,317937.266666667
"America_Central_and_Mexico","America_Caribbean","Gross Production Value (current million US$)",834.41,1040.51,1706.87,1193.93
"America_Central_and_Mexico","America_Caribbean","Production",2573065,3229555.45,3512224,3104948.15
"America_Central_and_Mexico","America_Central_and_Mexico","Area harvested",11507259.11,13001316.88,11289469,11932681.6633333
"America_Central_and_Mexico","America_Central_and_Mexico","Gross Production Value (current million US$)",9975.99,11392.1,13367.99,11578.6933333333
"America_Central_and_Mexico","America_Central_and_Mexico","Production",48247721.18,54875797.86,48082681,50402066.68
"America_Central_and_Mexico","America_North","Area harvested",69797,73225,74021,72347.6666666667
"America_Central_and_Mexico","America_North","Gross Production Value (current million US$)",1187.98,1010.05,1242.21,1146.74666666667
"America_Central_and_Mexico","America_North","Production",1142201.99,1116225.56,1109238.81,1122555.45333333
"America_Central_and_Mexico","America_South_andean","Area harvested",2142805.6,2535978.93,1883402,2187395.51
"America_Central_and_Mexico","America_South_andean","Gross Production Value (current million US$)",3599.87,4014.45,3217.55,3610.62333333333
"America_Central_and_Mexico","America_South_andean","Production",7263309,7603579.05,6448980,7105289.35
"America_Central_and_Mexico","America_South_temperate","Area harvested",7237,6838,7526,7200.33333333333
"America_Central_and_Mexico","America_South_temperate","Gross Production Value (current million US$)",144.81,166.48,203.12,171.47
"America_Central_and_Mexico","America_South_temperate","Production",245706,238691,241998,242131.666666667
"America_Central_and_Mexico","America_South_tropical","Area harvested",1108726.89,1170457.16,1323642,1200942.01666667
"America_Central_and_Mexico","America_South_tropical","Gross Production Value (current million US$)",3734.64,4440.85,5753.34,4642.94333333333
"America_Central_and_Mexico","America_South_tropical","Production",14552887.18,15953253.86,17577513,16027884.68
"America_Central_and_Mexico","Asia_Central","Area harvested",1775002,1683091.5,1600975.5,1686356.33333333
"America_Central_and_Mexico","Asia_Central","Gross Production Value (current million US$)",2765.21,3058.18,3721.49,3181.62666666667
"America_Central_and_Mexico","Asia_Central","Production",37457381,36889634,36146195,36831070
"America_Central_and_Mexico","Asia_East","Area harvested",1352417,1455257.44,1461607,1423093.81333333
"America_Central_and_Mexico","Asia_East","Gross Production Value (current million US$)",3184.99,3395.98,3942.81,3507.92666666667
"America_Central_and_Mexico","Asia_East","Production",14341020.39,13972264.96,14339353.81,14217546.3866667
"America_Central_and_Mexico","Asia_South","Area harvested",2783050.76,2851998.62,2889370,2841473.12666667
"America_Central_and_Mexico","Asia_South","Gross Production Value (current million US$)",8342.32,11142.18,12402.14,10628.88
"America_Central_and_Mexico","Asia_South","Production",113264646.94,114525855.59,112823030,113537844.176667
"America_Central_and_Mexico","Asia_Southeast","Area harvested",2416400.76,2460177.49,2520176,2465584.75
"America_Central_and_Mexico","Asia_Southeast","Gross Production Value (current million US$)",7677.47,10375.03,11458.03,9836.84333333333
"America_Central_and_Mexico","Asia_Southeast","Production",111368069.76,112746108.05,110807316,111640497.936667
"America_Central_and_Mexico","Asia_West","Area harvested",2069300,2011342.63,1889883.5,1990175.37666667
"America_Central_and_Mexico","Asia_West","Gross Production Value (current million US$)",3909.36,3929.82,4757.72,4198.96666666667
"America_Central_and_Mexico","Asia_West","Production",39050517.17,38553604.1,37680041.81,38428054.36
"America_Central_and_Mexico","Europe_Eastern_north","Area harvested",173706,174891,162316,170304.333333333
"America_Central_and_Mexico","Europe_Eastern_north","Gross Production Value (current million US$)",502.29,646.76,667.04,605.363333333333
"America_Central_and_Mexico","Europe_Eastern_north","Production",1202582,1246263,1280059,1242968
"America_Central_and_Mexico","Europe_Eastern_south","Area harvested",370151,403805.5,383070.5,385675.666666667
"America_Central_and_Mexico","Europe_Eastern_south","Gross Production Value (current million US$)",1134.42,1366.47,1658.06,1386.31666666667
"America_Central_and_Mexico","Europe_Eastern_south","Production",2968630,2996269,3254786,3073228.33333333
"America_Central_and_Mexico","Europe_Western_north","Area harvested",173706,174891,162316,170304.333333333
"America_Central_and_Mexico","Europe_Western_north","Gross Production Value (current million US$)",502.29,646.76,667.04,605.363333333333
"America_Central_and_Mexico","Europe_Western_north","Production",1202582,1246263,1280059,1242968
"America_Central_and_Mexico","Europe_Western_south","Area harvested",222022,232197.5,234159.5,229459.666666667
"America_Central_and_Mexico","Europe_Western_south","Gross Production Value (current million US$)",798.05,985.91,1084.23,956.063333333333
"America_Central_and_Mexico","Europe_Western_south","Production",2686353,2731010,2935193,2784185.33333333
"America_Central_and_Mexico","Mediterranean_SouthandEast","Area harvested",1336504,1234502.5,1132504.5,1234503.66666667
"America_Central_and_Mexico","Mediterranean_SouthandEast","Gross Production Value (current million US$)",2588.78,2427.9,2927.97,2648.21666666667
"America_Central_and_Mexico","Mediterranean_SouthandEast","Production",7031928.99,6803940.56,6638869.81,6824913.12
"America_Central_and_Mexico","Not_Specified","Area harvested",444887,462179,470555.25,459207.083333333
"America_Central_and_Mexico","Not_Specified","Gross Production Value (current million US$)",816.91,897.14,867.97,860.673333333333
"America_Central_and_Mexico","Not_Specified","Production",3084182,3106332,3287748,3159420.66666667
"America_Central_and_Mexico","Pacific_Region_tropical","Area harvested",254228,250400,246839,250489
"America_Central_and_Mexico","Pacific_Region_tropical","Gross Production Value (current million US$)",451.73,507.69,562.9,507.44
"America_Central_and_Mexico","Pacific_Region_tropical","Production",2827996,2793457,2803622,2808358.33333333
"America_North","Africa_Central","Area harvested",3613352,3534963,2751729,3300014.66666667
"America_North","Africa_Central","Gross Production Value (current million US$)",4477.32,4888.13,4030.67,4465.37333333333
"America_North","Africa_Central","Production",23077812,22894025,15939326,20637054.3333333
"America_North","Africa_East","Area harvested",7483585,8357467,6838740,7559930.66666667
"America_North","Africa_East","Gross Production Value (current million US$)",3429.72,4164.75,4097.02,3897.16333333333
"America_North","Africa_East","Production",29197597,32391231,24665514,28751447.3333333
"America_North","Africa_Southern","Area harvested",5637094,6681388,5782871,6033784.33333333
"America_North","Africa_Southern","Gross Production Value (current million US$)",3308.24,4235.78,4345.93,3963.31666666667
"America_North","Africa_Southern","Production",27144345,30961077,24526653,27544025
"America_North","Africa_West","Area harvested",3757382,3719301,2923840,3466841
"America_North","Africa_West","Gross Production Value (current million US$)",4921.92,5321.17,4503.56,4915.55
"America_North","Africa_West","Production",24329352,24203667,17174563,21902527.3333333
"America_North","America_Caribbean","Area harvested",3080706,4362128,3860734,3767856
"America_North","America_Caribbean","Gross Production Value (current million US$)",1431.09,1839.02,2284.92,1851.67666666667
"America_North","America_Caribbean","Production",11211898,15985170,14171604,13789557.3333333
"America_North","America_Central_and_Mexico","Area harvested",40169287,42392582,42731469,41764446
"America_North","America_Central_and_Mexico","Gross Production Value (current million US$)",55777.92,74331.61,87622.18,72577.2366666667
"America_North","America_Central_and_Mexico","Production",471379079,459043115,455033305,461818499.666667
"America_North","America_North","Area harvested",1403215,1369583,1172673,1315157
"America_North","America_North","Gross Production Value (current million US$)",8309.5,8902.4,10115.61,9109.17
"America_North","America_North","Production",11339623,11460467,11228466,11342852
"America_North","America_South_andean","Area harvested",1597737,1722460,1396860,1572352.33333333
"America_North","America_South_andean","Gross Production Value (current million US$)",19484.43,20944.87,17538.52,19322.6066666667
"America_North","America_South_andean","Production",41331407,38835872,38644894,39604057.6666667
"America_North","America_South_temperate","Area harvested",26685,26085,26451,26407
"America_North","America_South_temperate","Gross Production Value (current million US$)",2190.27,2328.21,2460.62,2326.36666666667
"America_North","America_South_temperate","Production",1290170,1313273,1333348,1312263.66666667
"America_North","America_South_tropical","Area harvested",3603526,4966467,4398980,4322991
"America_North","America_South_tropical","Gross Production Value (current million US$)",3238.12,3895.95,4723.29,3952.45333333333
"America_North","America_South_tropical","Production",14815425,20007213,18148645,17657094.3333333
"America_North","Asia_Central","Area harvested",42165188,41838193,40653655,41552345.3333333
"America_North","Asia_Central","Gross Production Value (current million US$)",33220.88,35504.98,38182.71,35636.19
"America_North","Asia_Central","Production",385071401,258719723,246675235.3,296822119.766667
"America_North","Asia_East","Area harvested",34942995,35365394,33847077,34718488.6666667
"America_North","Asia_East","Gross Production Value (current million US$)",48802.3,54675.27,57124.92,53534.1633333333
"America_North","Asia_East","Production",134461024,134397608,125815552,131558061.333333
"America_North","Asia_South","Area harvested",3146359,3914917,3037465,3366247
"America_North","Asia_South","Gross Production Value (current million US$)",9320.11,10177.82,9953.46,9817.13
"America_North","Asia_South","Production",43294290,42223732,40601621,42039881
"America_North","Asia_Southeast","Area harvested",1924473,2164533,1739649,1942885
"America_North","Asia_Southeast","Gross Production Value (current million US$)",8021.16,8101.66,7984.05,8035.62333333333
"America_North","Asia_Southeast","Production",42730995,40483208,39668552,40960918.3333333
"America_North","Asia_West","Area harvested",45857843,45878186,43586610,45107546.3333333
"America_North","Asia_West","Gross Production Value (current million US$)",37714.21,39962.54,42233.03,39969.9266666667
"America_North","Asia_West","Production",396556560,270388288,256208127.3,307717658.433333
"America_North","Europe_Eastern_north","Area harvested",3081623,2734378,2563350,2793117
"America_North","Europe_Eastern_north","Gross Production Value (current million US$)",11400.24,13580.36,14228.99,13069.8633333333
"America_North","Europe_Eastern_north","Production",42028151,42899942,40238499,41722197.3333333
"America_North","Europe_Eastern_south","Area harvested",10934968,11108534,10695057,10912853
"America_North","Europe_Eastern_south","Gross Production Value (current million US$)",21046.99,23986.11,27114.5,24049.2
"America_North","Europe_Eastern_south","Production",62087599,62908804,59565169,61520524
"America_North","Europe_Western_north","Area harvested",3081623,2734378,2563350,2793117
"America_North","Europe_Western_north","Gross Production Value (current million US$)",11400.24,13580.36,14228.99,13069.8633333333
"America_North","Europe_Western_north","Production",42028151,42899942,40238499,41722197.3333333
"America_North","Europe_Western_south","Area harvested",10663753,10834150,10435436,10644446.3333333
"America_North","Europe_Western_south","Gross Production Value (current million US$)",18903.47,21578.85,24301.24,21594.52
"America_North","Europe_Western_south","Production",59583410,60992424,57511010,59362281.3333333
"America_North","Mediterranean_SouthandEast","Area harvested",46115055,43740465,42269381,44041633.6666667
"America_North","Mediterranean_SouthandEast","Gross Production Value (current million US$)",39942.18,42748.55,49497.54,44062.7566666667
"America_North","Mediterranean_SouthandEast","Production",165351959,161000600,152809808,159720789
"America_North","Not_Specified","Area harvested",176745,183159,179871,179925
"America_North","Not_Specified","Gross Production Value (current million US$)",918.11,1131.78,1142.38,1064.09
"America_North","Not_Specified","Production",1503489,1488582,1460049,1484040
"America_North","Pacific_Region_tropical","Area harvested",36970,37628,35521,36706.3333333333
"America_North","Pacific_Region_tropical","Gross Production Value (current million US$)",423.48,387.16,424.8,411.813333333333
"America_North","Pacific_Region_tropical","Production",1052070,1049802,1029597,1043823
"America_South_andean","Africa_Central","Area harvested",3439516,3290831.13,3255675.31,3328674.14666667
"America_South_andean","Africa_Central","Gross Production Value (current million US$)",4761.71,5705.42,7472.36,5979.83
"America_South_andean","Africa_Central","Production",16231390.1,16184159.4,16961280.19,16458943.23
"America_South_andean","Africa_East","Area harvested",1904548.2,1840408.6,1810556.22,1851837.67333333
"America_South_andean","Africa_East","Gross Production Value (current million US$)",1924.18,2673.78,3615.17,2737.71
"America_South_andean","Africa_East","Production",2436418,2340303.6,2322896.06,2366539.22
"America_South_andean","Africa_Southern","Area harvested",445438.6,386442.9,417221.62,416367.706666667
"America_South_andean","Africa_Southern","Gross Production Value (current million US$)",334.84,395.56,506.55,412.316666666667
"America_South_andean","Africa_Southern","Production",2000775,1748362,1763909.06,1837682.02
"America_South_andean","Africa_West","Area harvested",3486136.6,3338097.13,3301555.3,3375263.01
"America_South_andean","Africa_West","Gross Production Value (current million US$)",4900.29,5909.87,7667.56,6159.24
"America_South_andean","Africa_West","Production",16751231.1,16724073.4,17498473.19,16991259.23
"America_South_andean","America_Caribbean","Area harvested",237119.2,226718.5,248803.92,237547.206666667
"America_South_andean","America_Caribbean","Gross Production Value (current million US$)",121.14,128.65,264.44,171.41
"America_South_andean","America_Caribbean","Production",754180.31,651946,719313.39,708479.9
"America_South_andean","America_Central_and_Mexico","Area harvested",4214843.48,4130924.73,4485328.06,4277032.09
"America_South_andean","America_Central_and_Mexico","Gross Production Value (current million US$)",5746.92,6467.93,8051.85,6755.56666666667
"America_South_andean","America_Central_and_Mexico","Production",23703872.31,24320892.5,25463107.69,24495957.5
"America_South_andean","America_North","Area harvested",561566.8,430100.3,443430.71,478365.936666667
"America_South_andean","America_North","Gross Production Value (current million US$)",1360.31,675.94,1665.91,1234.05333333333
"America_South_andean","America_North","Production",3920654,4076729.5,4313987.95,4103790.48333333
"America_South_andean","America_South_andean","Area harvested",1180923.2,1209851.78,1210996.64,1200590.54
"America_South_andean","America_South_andean","Gross Production Value (current million US$)",3590.56,3955.74,4895.79,4147.36333333333
"America_South_andean","America_South_andean","Production",10152856,10339594.7,10992247.72,10494899.4733333
"America_South_andean","America_South_temperate","Area harvested",99430,99668.48,104478.24,101192.24
"America_South_andean","America_South_temperate","Gross Production Value (current million US$)",226.86,253.21,282.82,254.296666666667
"America_South_andean","America_South_temperate","Production",189826,192041,199251.72,193706.24
"America_South_andean","America_South_tropical","Area harvested",1783313.98,1737202.62,1891545.72,1804020.77333333
"America_South_andean","America_South_tropical","Gross Production Value (current million US$)",2988.69,3534.06,4771.32,3764.69
"America_South_andean","America_South_tropical","Production",14840820.31,15634133.56,16638763.94,15704572.6033333
"America_South_andean","Asia_Central","Area harvested",1455745.93,1442025.59,1467507.03,1455092.85
"America_South_andean","Asia_Central","Gross Production Value (current million US$)",2481.55,2865.25,3108.68,2818.49333333333
"America_South_andean","Asia_Central","Production",15411692.9,16483675.2,16708882.19,16201416.7633333
"America_South_andean","Asia_East","Area harvested",3187467.85,3291934.57,3327444.55,3268948.99
"America_South_andean","Asia_East","Gross Production Value (current million US$)",5218.06,4820.15,6837.16,5625.12333333333
"America_South_andean","Asia_East","Production",17903182.1,17884266.93,18283614.58,18023687.87
"America_South_andean","Asia_South","Area harvested",3476965.15,3369190.73,3297407.87,3381187.91666667
"America_South_andean","Asia_South","Gross Production Value (current million US$)",8512.87,9366.53,11258.22,9712.54
"America_South_andean","Asia_South","Production",88127498.33,83625393.61,84877347.42,85543413.12
"America_South_andean","Asia_Southeast","Area harvested",3419897.6,3309632.34,3241165.49,3323565.14333333
"America_South_andean","Asia_Southeast","Gross Production Value (current million US$)",8520.75,9324.07,11230.87,9691.89666666667
"America_South_andean","Asia_Southeast","Production",87793165.33,83228869.99,84429047.7,85150361.0066667
"America_South_andean","Asia_West","Area harvested",1961852.23,1942094.66,1978098.59,1960681.82666667
"America_South_andean","Asia_West","Gross Production Value (current million US$)",3463.7,3092.34,4339.35,3631.79666666667
"America_South_andean","Asia_West","Production",18059475,19158278.92,19637727.68,18951827.2
"America_South_andean","Europe_Eastern_north","Area harvested",249050.7,228347.6,266515.41,247971.236666667
"America_South_andean","Europe_Eastern_north","Gross Production Value (current million US$)",766.5,974.67,1240.1,993.756666666667
"America_South_andean","Europe_Eastern_north","Production",3856378,4594096.7,5409666.16,4620046.95333333
"America_South_andean","Europe_Eastern_south","Area harvested",617120.93,631375.04,646027.66,631507.876666667
"America_South_andean","Europe_Eastern_south","Gross Production Value (current million US$)",1395.95,1721.21,2110.79,1742.65
"America_South_andean","Europe_Eastern_south","Production",5959959,6674061.4,7350646.52,6661555.64
"America_South_andean","Europe_Western_north","Area harvested",249050.7,228347.6,266515.41,247971.236666667
"America_South_andean","Europe_Western_north","Gross Production Value (current million US$)",766.5,974.67,1240.1,993.756666666667
"America_South_andean","Europe_Western_north","Production",3856378,4594096.7,5409666.16,4620046.95333333
"America_South_andean","Europe_Western_south","Area harvested",514478.93,524889.2,534143.23,524503.786666667
"America_South_andean","Europe_Western_south","Gross Production Value (current million US$)",1212.99,1514.35,1811.18,1512.84
"America_South_andean","Europe_Western_south","Production",5294489,5988583.4,6632683.2,5971918.53333333
"America_South_andean","Mediterranean_SouthandEast","Area harvested",1664952.93,1654738.02,1675607.71,1665099.55333333
"America_South_andean","Mediterranean_SouthandEast","Gross Production Value (current million US$)",2559.22,2160.65,3418.24,2712.70333333333
"America_South_andean","Mediterranean_SouthandEast","Production",8956566,10121740.22,11032710.78,10037005.6666667
"America_South_andean","Not_Specified","Area harvested",363567.4,367889.02,377417.52,369624.646666667
"America_South_andean","Not_Specified","Gross Production Value (current million US$)",141.18,166.01,173.92,160.37
"America_South_andean","Not_Specified","Production",2887273.94,2926340.65,3031808,2948474.19666667
"America_South_andean","Pacific_Region_tropical","Area harvested",29399.6,29175,29810.99,29461.8633333333
"America_South_andean","Pacific_Region_tropical","Gross Production Value (current million US$)",26.52,31.28,32.85,30.2166666666667
"America_South_andean","Pacific_Region_tropical","Production",276955,293300,293340,287865
"America_South_temperate","Africa_Central","Area harvested",1435940,1808037,2142583,1795520
"America_South_temperate","Africa_Central","Gross Production Value (current million US$)",828.15,1044.6,1637.63,1170.12666666667
"America_South_temperate","Africa_Central","Production",15794136,17687669.5,19537292,17673032.5
"America_South_temperate","Africa_East","Area harvested",1495840.2,2004477,2447683,1982666.73333333
"America_South_temperate","Africa_East","Gross Production Value (current million US$)",374.12,812.44,1508.74,898.433333333333
"America_South_temperate","Africa_East","Production",14112450,16854129.6,18120503,16362360.8666667
"America_South_temperate","Africa_Southern","Area harvested",1398390.6,1902992.3,2340340,1880574.3
"America_South_temperate","Africa_Southern","Gross Production Value (current million US$)",513.39,1007.18,1681.9,1067.49
"America_South_temperate","Africa_Southern","Production",14468538,17175682,18440178,16694799.3333333
"America_South_temperate","Africa_West","Area harvested",1447670.6,1823651,2155931,1809084.2
"America_South_temperate","Africa_West","Gross Production Value (current million US$)",877.85,1106.97,1706.44,1230.42
"America_South_temperate","Africa_West","Production",15923546,17824458.5,19672742,17806915.5
"America_South_temperate","America_Caribbean","Area harvested",300936.2,451621.5,633809,462122.233333333
"America_South_temperate","America_Caribbean","Gross Production Value (current million US$)",226.84,456.74,768.67,484.083333333333
"America_South_temperate","America_Caribbean","Production",815560.31,1382354,1796904,1331606.10333333
"America_South_temperate","America_Central_and_Mexico","Area harvested",3962982.7,4660894.9,5677044,4766973.86666667
"America_South_temperate","America_Central_and_Mexico","Gross Production Value (current million US$)",2879.49,4765.93,6361.21,4668.87666666667
"America_South_temperate","America_Central_and_Mexico","Production",35316102.31,45797681.4,47210458,42774747.2366667
"America_South_temperate","America_North","Area harvested",2344435.8,1970230.3,2206229,2173631.7
"America_South_temperate","America_North","Gross Production Value (current million US$)",2955.16,3074.42,5054.81,3694.79666666667
"America_South_temperate","America_North","Production",8067740.3,8492903.7,10497459,9019367.66666667
"America_South_temperate","America_South_andean","Area harvested",467607.2,483935.3,481959,477833.833333333
"America_South_temperate","America_South_andean","Gross Production Value (current million US$)",1493.1,1483.86,1838.29,1605.08333333333
"America_South_temperate","America_South_andean","Production",4773763,5210851.7,5837352,5273988.9
"America_South_temperate","America_South_temperate","Area harvested",178193,178170,181128,179163.666666667
"America_South_temperate","America_South_temperate","Gross Production Value (current million US$)",189,225.38,297.53,237.303333333333
"America_South_temperate","America_South_temperate","Production",280307.9,306661.9,329239,305402.933333333
"America_South_temperate","America_South_tropical","Area harvested",815199,929452.8,1161558,968736.6
"America_South_temperate","America_South_tropical","Gross Production Value (current million US$)",911.23,1125.62,1637.17,1224.67333333333
"America_South_temperate","America_South_tropical","Production",2767321.21,3352903.9,3939097,3353107.37
